Product Name,Affiliate Link,Price,SKU,Original URL
"Thanh lý Laptop Dell 1014, Cpu core 2 duo, ram 4G, giá 800k",https://s.lazada.vn/pdp-i2392169838.html?utm_source=sen_v3,N/A,pdp-i2392169838.html,https://lazada.vn/products/pdp-i2392169838.html
"Thanh lý Laptop Dell, Hp, Acer, Lenovo, Toshiba, Asus...core 2 duo, ram 3G. Giá bán 1  triệu.",https://s.lazada.vn/pdp-i2296913032.html?utm_source=sen_v3,N/A,pdp-i2296913032.html,https://lazada.vn/products/pdp-i2296913032.html
"Điện thoại rẻ cho học sinh A73 5G 2sim ram 8G/256G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp",https://s.lazada.vn/pdp-i3094016981.html?utm_source=sen_v3,N/A,pdp-i3094016981.html,https://lazada.vn/products/pdp-i3094016981.html
Điện thoại Samsung A02s máy chính hàng bh 1 năm màn hình 6.5,https://s.lazada.vn/pdp-i13387874348.html?utm_source=sen_v3,N/A,pdp-i13387874348.html,https://lazada.vn/products/pdp-i13387874348.html
